"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 244,,,51.94805195,,,12.98701299,25.97402597,,,38.96103896,38.96103896,12.98701299,12.98701299,38.96103896,25.97402597,64.93506494,116.8831169,155.8441558,116.8831169,77.92207792
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 245,88.88888889,7.407407407,44.44444444,22.22222222,81.48148148,66.66666667,66.66666667,66.66666667,44.44444444,74.07407407,66.66666667,44.44444444,74.07407407,140.7407407,111.1111111,88.88888889,148.1481481,103.7037037,29.62962963,37.03703704
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 246,12.65822785,,,12.65822785,37.97468354,12.65822785,12.65822785,,,,,12.65822785,12.65822785,25.3164557,50.63291139,50.63291139,75.94936709,63.29113924,50.63291139,50.63291139
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 247,,22.22222222,11.11111111,22.22222222,22.22222222,22.22222222,,55.55555556,11.11111111,33.33333333,44.44444444,55.55555556,22.22222222,11.11111111,55.55555556,33.33333333,44.44444444,33.33333333,55.55555556,22.22222222
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 248,,12.65822785,12.65822785,,,12.65822785,25.3164557,12.65822785,25.3164557,,12.65822785,,25.3164557,25.3164557,,12.65822785,25.3164557,50.63291139,25.3164557,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 249,9.433962264,18.86792453,18.86792453,37.73584906,113.2075472,66.03773585,122.6415094,113.2075472,75.47169811,66.03773585,179.245283,103.7735849,122.6415094,113.2075472,122.6415094,141.509434,103.7735849,141.509434,84.90566038,28.30188679
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 250,,10.30927835,,,,10.30927835,10.30927835,10.30927835,,,,,10.30927835,10.30927835,20.6185567,20.6185567,20.6185567,10.30927835,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 251,31.25,7.8125,23.4375,23.4375,39.0625,31.25,23.4375,78.125,46.875,85.9375,23.4375,62.5,46.875,140.625,117.1875,101.5625,85.9375,78.125,70.3125,15.625
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 252,9.259259259,9.259259259,,9.259259259,27.77777778,,,9.259259259,,,,,,,,,64.81481481,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 253,48.07692308,57.69230769,38.46153846,38.46153846,144.2307692,115.3846154,76.92307692,57.69230769,105.7692308,67.30769231,125,76.92307692,125,230.7692308,182.6923077,163.4615385,221.1538462,105.7692308,163.4615385,38.46153846
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 254,12.5,,,,,25,25,,12.5,,,,,,37.5,,50,62.5,25,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 256,,25.64102564,12.82051282,25.64102564,,,12.82051282,,,,,,,25.64102564,12.82051282,,,,,12.82051282
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 257,,19.41747573,9.708737864,,48.54368932,,19.41747573,,9.708737864,,29.12621359,48.54368932,58.25242718,38.83495146,19.41747573,38.83495146,87.37864078,87.37864078,48.54368932,29.12621359
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 258,,,13.15789474,,,13.15789474,,,,13.15789474,,,,,13.15789474,13.15789474,13.15789474,,13.15789474,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 259.01,16.12903226,16.12903226,32.25806452,32.25806452,48.38709677,64.51612903,96.77419355,112.9032258,64.51612903,96.77419355,96.77419355,16.12903226,16.12903226,112.9032258,129.0322581,96.77419355,209.6774194,112.9032258,80.64516129,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 260,25.64102564,25.64102564,,25.64102564,12.82051282,,,25.64102564,12.82051282,,,,,,,12.82051282,,12.82051282,12.82051282,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 261,36.49635036,36.49635036,21.89781022,58.39416058,36.49635036,131.3868613,65.69343066,131.3868613,72.99270073,102.189781,102.189781,109.4890511,131.3868613,153.2846715,262.7737226,197.080292,248.1751825,233.5766423,124.0875912,65.69343066
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 262,,,12.04819277,12.04819277,,,,24.09638554,,,,,,12.04819277,12.04819277,12.04819277,,,12.04819277,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 263,25.97402597,12.98701299,25.97402597,77.92207792,25.97402597,90.90909091,129.8701299,51.94805195,90.90909091,90.90909091,116.8831169,116.8831169,142.8571429,129.8701299,207.7922078,168.8311688,142.8571429,155.8441558,90.90909091,12.98701299
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 264,,,,,,,11.36363636,,,,,11.36363636,,,34.09090909,22.72727273,,22.72727273,45.45454545,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 265,55.55555556,77.77777778,22.22222222,111.1111111,88.88888889,155.5555556,188.8888889,111.1111111,144.4444444,100,177.7777778,77.77777778,144.4444444,222.2222222,244.4444444,266.6666667,233.3333333,233.3333333,177.7777778,66.66666667
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 266,12.5,,,,,,,12.5,12.5,12.5,,,12.5,,37.5,12.5,37.5,12.5,12.5,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 267,96.38554217,96.38554217,60.24096386,108.4337349,120.4819277,132.5301205,60.24096386,277.1084337,132.5301205,48.19277108,108.4337349,96.38554217,96.38554217,156.626506,325.3012048,240.9638554,301.2048193,192.7710843,192.7710843,36.14457831
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 268,13.69863014,27.39726027,13.69863014,,27.39726027,13.69863014,,,,27.39726027,,,13.69863014,27.39726027,13.69863014,,27.39726027,13.69863014,27.39726027,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 269,25,62.5,12.5,62.5,37.5,37.5,37.5,75,75,62.5,87.5,25,37.5,62.5,125,50,87.5,112.5,62.5,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 270,,14.28571429,,28.57142857,28.57142857,14.28571429,14.28571429,,,14.28571429,,,14.28571429,,14.28571429,,14.28571429,,28.57142857,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 271.01,23.80952381,11.9047619,11.9047619,35.71428571,35.71428571,11.9047619,47.61904762,59.52380952,35.71428571,35.71428571,71.42857143,35.71428571,71.42857143,142.8571429,71.42857143,166.6666667,130.952381,47.61904762,95.23809524,11.9047619
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 271.02,,,,45.45454545,,,,,,45.45454545,45.45454545,,90.90909091,,136.3636364,45.45454545,45.45454545,136.3636364,45.45454545,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 272,14.28571429,,14.28571429,,,14.28571429,,,,,,,,14.28571429,14.28571429,,14.28571429,28.57142857,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 273,64.1025641,76.92307692,,64.1025641,89.74358974,205.1282051,89.74358974,64.1025641,51.28205128,76.92307692,25.64102564,38.46153846,38.46153846,64.1025641,102.5641026,64.1025641,128.2051282,51.28205128,141.025641,25.64102564
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 274,,,13.33333333,26.66666667,26.66666667,26.66666667,13.33333333,,,13.33333333,13.33333333,,40,13.33333333,13.33333333,,13.33333333,13.33333333,13.33333333,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 275,52.63157895,31.57894737,84.21052632,52.63157895,84.21052632,84.21052632,178.9473684,200,115.7894737,168.4210526,168.4210526,115.7894737,94.73684211,157.8947368,284.2105263,221.0526316,200,273.6842105,157.8947368,52.63157895
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 276,,,,,11.49425287,,11.49425287,22.98850575,,11.49425287,22.98850575,,,,22.98850575,11.49425287,11.49425287,11.49425287,11.49425287,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 277,24.69135802,61.72839506,37.03703704,98.7654321,148.1481481,111.1111111,86.41975309,135.8024691,148.1481481,185.1851852,222.2222222,246.9135802,160.4938272,197.5308642,333.3333333,185.1851852,148.1481481,283.9506173,135.8024691,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 278,,11.76470588,,,,,,,,23.52941176,,11.76470588,,,11.76470588,,23.52941176,35.29411765,11.76470588,
